label,review
pos,book great get now dont hestitate book wonderful enjoyable just like all other night world books smitthen all books even composed poem itthis book greatguranteed make eyes go redreally im lyingyou may even go swimming
pos,pretty good ive read all night world books great book must say its l j smiths best
neg,cant belive ljs wrote am huge ljs fan read almost all her books well over 10 times except one boring really disliked book didnt anything do nw until book almost done gillian pathetic whimpy david really didnt like his character all
pos,good dont see problem different maybe her best still good mean did soulmates got see ash again which gains any book about three stares however short time its hope last book
neg,book wasnt near good others gillian came off wimp angel ok should made gillian seem more like real girl someone soap opera
neg,worst book entire night world series worst night world book owned im sure every1 agrees 1 bad alot first all gillian stupid little sissy whining girl who cared only bout stupidest things being popular getting her crush david notice her obvioulsy she wasnt being herself she just like every1 else wanting popular like most important thing world her thats very stupid her 2nd plot really stupid boring didnt mention any vamps witches shapeshifters night world particular another reason why book bad only part like theres apppearance one my fave characters seriesash swear he would more funner 2 read book only bout him angel wasnt good character either david wasnt either recommend teens 2 book really stinks alot
neg,best book well first all thought worst night world book series believe me read all 9 gillian just shallow little sissy only thing she wants popular david her bf like its most important thing world thought david stupid too he seem only fall love gillian because her transformation being well liked he just being shallow really stupid think gillian david most stupidest characters entire night world series far best book far only part liked where ash showed up totally happy when he book he just funny such hottie other books recomend witchlight daughters darkness soulmate chosen black dawn
pos,angel gillain shy girl rescued near death angelthe angel helps gillain get things she never like poularityand attention guy she likes whose name david which girlfriend angel tells gillain hurt people get what she wants gets point where gillain cant take anymore she wants him go away gillain gets into alot trouble angel doesnt know how make him go away what gillain does shewant know rest read book youll find outits really good book
neg,cant believe she wrote ljss other books great one boring there absolutely nothing dangerous about gillian david being love thats whole point series also its kind unlikely someone could just cut her hair wear makeup suddenly popular didnt like gillian all shes superficial mention being little miss weakling david idiot because he fell her soon he saw her short hair makeup lets get realistic he cheated sats gillian still wants support him plus hes boring ljss other books all 5 stars my opinion hated one
neg,worst book lj totally hated book now dont get me wrong love ljs most her books actually all her books except one totally borring predictable
neg,labor can do no wrong old book written 1950s published labor union because mainstream publishers would touch union people love book because makes union leaders out martyrs saviors world standing up those mean greedy old corporate capitalists these authors story labor black white no shades gray labor can do no wrong never done any wrong molly maguires draft dodgers murderers innocent martyrs who got framed homestead rioters poor oppressed immigrants asserting right take control steel mills blamed beating shooting police trying assassinate company president western miners headed communist big bill haywood didnt really blow up mines dynamite mine owners did just could blame union book isnt history its cartoon history dont look any balance objectivity nuance here
neg,leftwing propaganda old chestnut book should put out its misery its written style tone authority careful reading shows hopelessly slanted every significant point which involves historical uncertainty controversy authors unquestioningly accept leftwinglabor point view cynically disparage totally ignore any other interpretation labors untold story because no other reputable historians ever nerve write such openly propagandistic book academic labor historians who think book wonderful merely showing leftwing ideological colors there much better more objective accounts out there
pos,great place start mustread anyone who wants know where modern labor laws labor unions come depicts stark detail criminal acts against american working people do show up many textbooks
pos,asatru music fine form hagalaz runedance contains ten tracks wonderfully composed sung songs which written heathen perspective asatruar everywhere will absoutely love music its done celticrenissance style which easy listen well learn sing yourself emotions range haunted joyous loss songs recount tales old loss joyhail hagalaz runedance creating excellent work which will uplift souls all who may hear
pos,classic inspiring haiku bringing art into everyday received book gift friend couple years ago which inspired circle friends start own little haiku challenge poetry book collection snippets lives ordinary creative people proves everyone can find little bit revelation lives things simple map mist rising cold sending those little snippets friends stayed much part each others lives right next door really recommend dipping into collection maybe even starting own haiku challengeit isnt meant classic haiku simply enlightenment daily life given love one friend another
neg,three lines do always equal haiku haiku japanese lyric deceptively simple form 17 syllables three lines 575 syllables strictly speaking haiku must contain season word restrict itself condensed defined natural imagery those outward rules rules which can broken inward force rich combination taoism buddhism shintoism gives haiku its power grace haiku year while interesting experiment problematic much appears imitate haiku powerful subtlety which haiku known simply there aspiring haiku writers would do better consult translations rh blyth haiku anthology english language haiku cor van den heuvel indispensable wellrespected haiku handbook william higginson
neg,no stars all think stuff say can rock star clue what haiku book been around been brunt jokes haiku community cant say know how write decent haiku google will find some great haiku poets please dont book keep way may been year haiku one
neg,definitely haiku poetry maybe indeed book 3line poems passing itself off haiku harmful certainly unless unwary reader picks up assumes basing all future opinions delightful poetic form haiku yearthere those who regard haiku kind do own thing poem never consider its foundations haiku soon goes beyond beginners efforts becomes matter incorporating traditions established values aesthetic otherwise can written well outside robert spiess
neg,only stars rocker make rock think can do all book proves cant truly poor excuse collection haiku particularly offensive because there those who will buy thinking real thing do yourself favor buy higginson can look few minutes bookstore might good advanced classes dont let happen
neg,its end haiku know what become haiku english all bad haiku america general vastly misunderstood each verses volume show some three lines some do some kigo some do looks one can deduce these poets gleamed knowledge haiku kerouac another haiku fraud rather than basho just experiment really conducted circle friends who jotted down thoughts sent one another please please avoid title really care about want learn about haiku amazon should allow 0 stars when rating items such
pos,fun everyone witty fun songs everyone young 2 adult great message highly recommended
pos,funniest cd out there whole thing worth its weight gold just dance cucumber songel baile del pepino el baile del pepinohmm hmm hmmmi love
pos,funny all around great larry cucumber makes cd hilariousthis great christian cd great music can sing along never get tired bound enjoy cd great life lessons just like movies recommend cd any one any age will definetly enjoy
neg,get ready standardized test horrible product too much talking about general stuff enough real tests very low level expertise just ridiculous how people can get published such book about nothing bits pieces here there please amazon do sell book too little material too much money its shame
neg,there more story am author article skeptical inquirer about origins mothman prophecies article which appeared mayjune 2002 issue also may read csicop web sitethere describe highly dubious role gray barker played background during events surrounding nowwellknown west virginia case barker responsible least one telephone call possibly more john keel others attempt generate interest mothman ufo accounts rampant timethose who wonder what believe about mothman prophecies will gain greater insight into situation reading article only truly wish understand there indeed more story
neg,poorly written nonsense author apparently some theory relating unexplained phenomena youll never figure out what reading book he strings together repetitive descriptions unexplained events without coherent narrative structurethe book filled ludicrous claims about what scientists know studies shown course theres no support claimsdont waste time book
neg,boring garbage author no different other 50000 lunatics running around country chasing lights only difference guy wrote book watch x files instead
neg,dull disjointed two hundred pages into book im still waiting cogent theme emerge poorly written poorly documented thinin other words perfect fodder commercial movie
neg,bogusbunkbaloney enjoy reading about unexplained phenomena really do love real ghost stories like however prefer author take very scientific stance exhausting all possibilities keel does hes true believer thats problemsomewhere book he supposes mysterious mothman could been man hangglider wow thought could almost construed logical however he immediately debunks theory statement affect hanggliders very well known timeshaking my headwhateverthe man needed become familiar occams razor
pos,good story very skeptical about writer like book just because fun read very skeptical about way writer admits he seen ufo sightings night after night chapter 10 book my question why world guy like john keel arms himself only flashlight camera he obviously sets himself up see strange lights does bring camera capture event unless he makes book pictures examine hording all evidence himeself will put him good story teller catagory ufooligist must admit am tired all hidden evidence about matter think all ready truth want my opinion just threw all his credibility bin must admit really enjoyed book
neg,disappointing mothman story indeed fascinating one unfortunately same adjective cannot applied mothman prophecies john keels theories regarding nature origin ufos general mothman particular more bizarre than phenomena themselves also put off mr keels tedious obsession men black behaving badlyive given singularly overrated book two stars rather than only one because does supply some albeit nowhere near enough information extraordinary occurrences more than 30 years ago
neg,repetitive lackluster wanted read before seeing film wow what bore keels book reads like some scattershot diary himself narrator maybe stuff revelatory back when originally published now xfiles cultural phenomena all other media about ufos paranormal floating around seems pedestrian comparison descriptions always same only names change each chaptersightingcontactingalso do read book before seeing movie will sap some enjoyment mark pellingtons excellent film fact amazed how well screenwriter richard hatem took dross put narrative structure around thats another review belongs elsewhere
neg,mothmanputting loose ends together found movie leading many directionswhy johns wife appearing point pleasent mothman why did john appear gordon 3 nights 230 am these questions never answered movie did miss something movie ran long me maybe because loose ends could wrong decide go see movie
neg,very detailed never ending usually like books better than movie interesting book although touches everything seems repeat itself time after time movie focused more actual mothman felt book just mentioned among many other things book should been named mothman men black ufos kitchen sink glad done book dont waste money book check out library
pos,paranormal epic book rarity ufo literature primarily bc most ufo books present information dates names places events sense completely without any feeling substance beyond happening shocker ending mothman prophecies already know read 1st chapter youve been drawn further further into lives main participants ending hits like sledgehammer bc youve spent last 250 pages forgetting all about more ufo books should written humanistic approach perhaps subject wouldnt taboo
pos,must fortean buffs believe well frankly dont believe all though im sure those folks west virginia saw something mighty interesting all lengthy annals fortean supernormal paranoialit journalism keel does stand out author aboveaverage storytelling ability he also ability take himself entirely seriously trait often sorely lacking genre all transphenomenon grand unified theory weird stuff offer book definitely worth checking out those interested field
pos,get book while its still print investigators like john keel dont seem exist anymore get book while its still print honest approach toward unexplained phenemenon will probably never able compete books assure being visited ets angelsdemons andor ancient deities people want something believe belief enemywarns keel how many paranormal researchers do know would say goldfish fishbowl being watched over toyed what question keel will leave will keep staring wide eyed up ceiling late night bed
neg,movie better usually book always better case no way found just bunch disjointed ramblings partial recounts what happened couldnt even finish gave away movie didnt follow book all least there thread storyline follow
neg,wheres beef mothman case there lot about 60s obvious reasons forgotten do remember there lot instamatic cameras 8 mm movie cameras around guess my question why there no pictures thing believe good people point pleasant saw something there least 100 reported sightings mothman simply cannot accept authors statement all those cameras newspeople took along failed work one reason otherthe movie excellent based entirely wacky book which written kind random fashion all good first place show me pictures
neg,pretty disappointed saw movie intrigued enough read book which thought would maybe give better idea what really happened west virginia year disappointed find mr keel spent lot time dwelling ufo encounters history ufo encounters spent little time talking about events west virginia other than how blended history ufology movie more interesting dont know how developed movie based off book didnt buy book read about air force involvement maybe lack thereof ufo sightings about how mr keel been hunting ufos ufo witnesses big letdown
neg,little value understandable why his other books according his own admission well receivedmr keel offers some rather off wall explanations little nothing way proof except his word those unfamiliar subject controversial book may some interest even very little valuemr keel dismisses wave his hand everything written valid serious investigations admittedly there those who written who do deserve taken seriously mr keel top listdesmond
neg,waste time dont get me wrong believe ufos certainly mothman since my friends aunt saw 90 nonfiction book nonsense keels semiacurate listing real life mystery mothman wins single star speculation he pushes gospel truth laughable mostly based questionable facts ideas theoretical best want know about mothman read james cohens book mysterious beasts want waste time amazons time buy mothman prophecies
neg,what looking great story will really drag into dont read book lord help me thought would go crazy only got through first three chapters there ounce structure its just bunch thoughts reports sightings ufos mothmen other oddities im sure keel intended retelling things he believed really happened he honestly thought he writing novel cant take anymore give up usually ill read just about anything all way through give fair chance all these little scraps sitings no order whatsoever make me say what
neg,thoroughly debunked book typical keelchockfull anecdotes skewed information speculation hoaxes many keels weird experiences case jokes perpetrated gray barkerall presented factual reportingmothman does exist several writersmost notably joe nickellhave thoroughly debunked incident true facts never stopped keelim fan keels writings take grain salt one his best efforts rankles me he positions himself serious journalist
neg,mothman fiction author claims book factual my gut feeling its fictional fiction well written just bunch short tales kind mixed together
neg,okay ill admit didnt clue what going book which claims real obviously work fiction nor did really much reason toufosmen blackmothmenabducteesgovernment coverupssightingsits all here regardless makes no sense whatsoeveri actually walked into thinking going great there would wonderful story based upon legend mothman no bombarded 266 pages research having no really meaning thesis honestly say avoid like plague
neg,initially interesting eventually saw through him recommended me someone whom think beleives interdimensional nonet aspect all kept open mind finally came conclusion john keel wrote fradualent contrived story underlying distracted attitude reality quite insulting reader book probably pure fiction seek more than fiction bordering pure trash investigator he poorly documents his findings dont buy check out library please
neg,reads like keels dropped his notes never rearranged excellent suspenseful information all over place far material travel back forth west virgina london ohio back again would enjoyed first part book supporting information phenomena itself how indeed appeared elsewhere history how phenomena ties ufo sightings etc keels hypothesis all paranormal activity comes parallel universe difficult believe even paranormal studies im sure firstalthough book suspenseful written well just organized poorly revise john can do
pos,good read good read half what written book true world much stranger than can imagineone my favorite books
neg,boring unbelievable story normally prefer books movies mothman prophecies only boring unbelievable nonfiction story product authors imagination perhaps 1975 when novel first copywritten spectacular those who thinking purchasing book especially after viewing movie id say pass up purchase vhs dvd
neg,unidentified reading object approached book fairly open mind expecting read interesting story about strange events 1967 unfortunately mr keels tendency ramble strange albeit somewhat fascinating mixture conspiracy theories ufo sightings men black stories made book incoherent mess book begins ends events point pleasant spends middle attempting connect those events literally hundreds other experiences throughout world throughout history
pos,interesting very fascinating read does focus only mothamn sightings all other strange events supposed happened looking book will prove mothman exists dont think proper book mainly about what went first sighting mothman felling bridge there lot strange happenings during time read im presenting information what heppened saw involved make up mind whether its true
neg,what youd expect although movie very well done those who enjoyed spooky suspenseful story book however movie seems hollywood took very few pieces book turned great movie which kind other way around usual book being better than movie book good ufo buff only mentions mothman other than very boring read expected reading about same scenario what saw movie extremely disappointed
neg,huh just dont get thought book story about paranormal all town needed do buy some raidalso anybody can tell moths just sont grow big now june bugs well now thats story
neg,amazoncom customer reviews dont waste time reading themthey tell absolutely nothing each entry contradicts otherremember humans write these things
neg,first draft little content contained interestinghowever entire book short chapters journal notes occasional splash commentary thrown inbadly written poorly organizedhe could least organized chronologicallythe constant way making himself out besome sort superhero got very annoying very quickly
neg,boring subject matter fascinating potential make exciting fast moving read unfortunately presentation disorganized repetetive boring force myself finish thing ended up wondering what heck point meant certainly didnt feel acquired any clear understanding what happened point pleasant didnt even get enough out decide whether believe any stories want book borrow someone save money
neg,letdown john keels mothman prophecies could great book actually concentrated mothman sightings around point pleasant west virginia midtolate 1960s unfortunately book isnt really about mothman should instead entitled john keel explains how universe really works every mothman story keel relates book he offers least three other stories his personal life his adventures researching paranormal his decidedly offbeat theories about paranormal events what causes book isnt really about mothman sightings west virginia much goofy memoir john keels research into world ufos demons ghosts other bizarre events someone who bought book read about mothman about keels disjointed ramblings ravings sorely disappointed recommended
neg,mothman bits pieces book like movie fact prefer movie book composed bits pieces john keels others phenomenal experiences difficult read only because bad press printing also because very clipped disjointed bought book delve further after seeing movie ended up more confused go movieforget book
pos,dark stormy night john keels mothman prophecies follows usual form ufology books he presents large collection anecdotes personal observations experiences mixes some debunking woo scientific mind throws some ancient gods goddesses references fairies variety religious sightings par course genre puts reviewer mind charlie browns standard beginning tales dark stormy nightdespite its rather disorganized somewhat repetitive presentation again fairly standard genre keel relates his narrative earnestly he will engage interest men black saucer shaped vehicles diamondshaped windows thyroidlike eyes gets attention youll enjoy mothman propheciesthe recent movie based only loosely keels research way will fail satisfy informed ufology readers
neg,lame book stinks read book only because seen preview movie jumps around one thing next john keel nut phone rang nobody there could only mean time traveling space aliens cause no human would capable calling my house hanging up ciafbi out get me please go see shrink
pos,believe its scary either way great thing about book works nonfiction book youre believer book fiction youre nonbelieverif believe ufos monsters interviews people sound very sincere convincingif dont believe subject book reads like good horror novel tragic ending which based true event
neg,interesting read fine print ok seen movie some read keels book being reprint what no one seems mention fine print located copyright page which reads work fiction all characters events portrayed book either products authors imagination used fictitiously dont believe me glance copyright page obviously paperback edition prepared movie tiein touted true event publisher informs all work authors imagination therein must lie lot truth yes book mildly entertaining bit choppy parts my advice read mothman prophecies large dose salt movie much better
neg,poor quality incorrect item stated does look like stock graphics picture show what item looks like dont count good quality product
pos,great price love flatware due design attractive dishwasher safe too sturdy
neg,cheap flatware set very pretty made very cheap after several months use ends became loose several actually fell out complete total waste money
pos,awesome what can say about album hasnt already been said nothing awesome album every level
neg,why cant rate zero stars come people checked out because amazon emailed me saying top rated could because one songs entitled amazon sex appeal unless want sex monkey those who think best album theyve heard long time my condolences seriously recording nothing more than possibly somewhat cute girl chanting gibberish over some lowfi computer generated noise loops true artists should outraged would could stop laughing recommend steering way way clear sorry excuse music please people dont let big music money tell what good all suffer end
neg,sound catchy mix terrorists agree some songs sound very catchybut isnt she singing about some terrorist group some asian island heard even mtv ban some her songs because
neg,surprised shes sri lankan its like shes trying west indian something ok kind works shes really pretty think she would become even bigger she marketed herself bollywood gave music dancehall sound would give her some nice exposure
neg,ok can tell difference between next couple good songs nothing spectacular one song cd appears movie war jetli although rate ok im very tough theres no sappy love ballads no whiney boy songs its face strong
neg,question can someone please tell me how she managed signed arecord label let alone one capable putting her music thats what call into airwaves much
neg,terrible just terrible people must really desperate these days just because pretentious jerks who write bad music reviews rolling stone pitchfork say good doesnt mean itll make supercool say like too mia horrible
neg,stop while youre ahead save money purchase hammer when buy cd because all youll want do hit yourself head buying first place youll hitting yourself just dont hear womans whinney voice trust me bought album just few days ago all can say iswell get point
neg,zzzzzzzzzzsnoozefest great another socially aware electrodance record cant wait iraqi come out one about current led invasion
pos,doesnt get dancing no pulse single galang explodes like computerized firebombs all quaking synths bells whistles beat would get dead dance those who expecting more runofthemill crunky rb can look elsewhere dreck albums combination dancehall brazilian funk grime house mias chirpy sexy raps hands down one best albums year own now
pos,shes paradigm making dont believe her politics listen music cant all john lennon could aspire public enemy different genre same ethos her minimalist approach she jettisons rapidfire selection rage humour politics sometimes muddled confusing sexbut always arresting thought provoking online pugilists argue terroristtamil revolutionary ties via her father while its important salient subject spelunk weaving politico dance floor exhilarating art cant overlook based writ madonna could learn thing two about juxtaposing creatively see american life my grade
neg,gets old fast first time through really enjoyed quick quirky beats skits sorta interesting well novelty wore off after first play through soon went quick quirky interesting obnoxious boring perhaps just isnt my style music heard lot good things about album figured id give try found myself enjoying her biography lot more than her album
pos,get heart beating mmmmmm hmmmmmm wickedly wild ive never been into dance music much damn danced fun while doing mention im sucker politicly driven albums extra good year both ted leo now standout tracks definetely amazon bingo pull up people sunshowersf any track standout track
pos,brilliant raggamuffin dont care about all hype dig record lot play play again its almost always my head wish four more her records performance very loose production really tight rollicking rowdy catchy hell shes got great spark
pos,captivated arular my 10 year old daughter my 61 year old butt cant get enough arular masterfully edited tight rich beatles peak dad loves mechanical electronic aspects girl sing along singsong poetry just dance itmayas voice awesome my brothers reaction he doesnt like foreigh sounding funny voices his music isnt everyone its just open minded college students real thing most favored treat huge eclectic music collectionas other reviewers too put off violent images authentic feel window into revolutionary third world
pos,too good sepos album innovative fun blending various styles create one slick catchy sound refreshing change bland strokeswannabies same old homogenised fiddygunit output what surprise yanks dont seem understand appreciate ive even read reviews here criticising her accent shes foreign what do expect ive read other reviews attacking her political agenda what do fiddy his goons rap about guns beatches drugs thats what least mia something intelligent say isnt freedom speech constitutional right guys anyway open ears wallet buy copy now
pos,itll get head saw video galang bpm laughing out loud skinny little sri lankan girl spitting out london ghetto rap while dancing crazily front cartoon backdrop next few days something about beat stayed my head hear again did taped more listened more realized wanted hear more found store bought bus ride home didnt much care like galang video stayed my head everytime listened liked little bit more its like watching pulp fiction each time see something appears missed before makes whole thing make more more sense now one my favourite cds dont even listen genre even fits into any genre regularly isnt everyone good subwoofer open mind something uniquegive shot
pos,blows up before go probably most best album will released decade great significance post911 world mia no qualms about mentioning bombs guns terrorists racism her songs every track stands out previous release tracks sunshowers galang probably some best tracks 2004 overshadowed pull up people bucky done gunmia truly tupac thirdworld
neg,bloody awful sounds like third world elementary school class field trip crack factory music revolutionary worldly how come only people listening skinny white boys who wear hats earflaps indoors
pos,mia hip hops nice nice fighter shes got beats make ya burn future hip hop these 10 songs plus hidden bonus track fascinating fun extra rerelease track uraqt samples theme tvs sanford son my favorite tracks hombre 10 dollar steeldrum laden bingo
pos,rhythmic textured danceable electronic music love music can see how some people wouldnt guess reading through reviews here says same thing doesnt try kind music my mother would like some my coworkers must obvious listen samples amazon providebut otherwise pretty sweet strikes nice balance between playing new ideassounds one hand keeping steady groove other commerical experimental good way think thats very challenging targetas politics trying second guess whether woman real doesnt matter unless dont like music good music doesnt need usually doesnt match my politics why earth should dont like music fair enough argue dont like music because attitude politics whats youre confusing music something else think
pos,girl can spit first heard track bingo radio long ago now opened whole can worms me how can one album catchy raw funfresh chunky funky while many rappers drawl about tired blah blah mia just mixes singing raggaish vocals straight into most modern type nocategory music little effort style its kind uk grime meets hiphop meets calypso something definately british vibe here still unique beats sound effects very well implemented into chatting cant stop listening wicked stuff
pos,mia announces her arrival moving around compulsory dj aquaintance mine told me arular always got crowd up dancing way can see why central electronic beatfest mias sassy vocals falling somewhere between madonna lene lovich neneh cherry comparison pretty good all within framework hiphop rhyming theres really no need overanalyze music which basically infectious strippeddown beats eg lcd soundsystem pulsating raw tribal almost hailing back crushing barebones approach early hiphop eg grandmaster flash also thrown into mix subtle yet ecclectic fusion analog flash dancehall world music basically appeal arular stems charm sexuality mias vocals orgasmic shrieks brassy chants female touch when one expects male vocals compliment rhythmic thunder here she now let mia entertain
neg,milli vanilli redux exception lipsynching exact replay milli vanilli remember moment watching milli vanilli video saying huh cool hair uh sorta interesting street sceneswow music really bad thats mia long concept trend style buzzwords short music does world really need another dressedup exotic no discernable musical talent who can mouth few political halfphrases judge vote walletps anybody wanna buy used copy im using coaster
neg,mia sounds like karaoke wish didnt does im white man married indian girl love indian music chutney cool reggae etc lead singer attractive really really sounds like karaokei cant escape fact andyesit very repetitive mundane same sounding music throughout whole cd doesnt matter because todays ear music pretty much deaf side simple repetitive cornerstone todays musical taste oh well ill watch video though shes cute still talentless serving up supposed world music what bunch crap listen mysterious voices bulgaria kuch kuch hota hai want real world music what its boring dont really like world music lol
neg,anyone notice terrorist references good music really problem some lyricsfor instance sunshowersyou wanna win war like plo dont surrenderits bomb yo run yo put away stupid gun yo thats why blow up before gothey showed him picture aint muslimsnow im one censorship cant back someone glorifying plo terrorism dance music thats just ridiculous know reggae roots being somewhat violent rebellious back its early roots absolutely cant sponsor these messages its just wrong
neg,mia no way cd captured would mia would go looking save money buy 99 cent toy flute walmart make better music
neg,save money dont believe hype heard lot chatter about new girl mia her album getting lot good reviews dont know her phenomenon result her label hyping her publications what after listening her album once through would advise stay away unless ecstasyrave music thing she nearly unintelligible all her vocals drowned out incessant reverb present all most all her tracks definition drivel am happy her her interesting life story her music does interest me save
neg,terrible absolutely terrible quite possibly absolute worst thing ive ever heard my entire life youre considering buying cd suggest go outside find construction site walk up guy jackhammer press ear side like how sounds go buy cd well galang reggaeton hit isnt even something wave steamy pile youknowwhat music just goes downhill there bucky done gun which doesnt even make any sense title good use humorous conversation starter just about exhausts its usefulness likeability much same rest cd
neg,no just no even close being listenable its annoying listening japanese anime before its been dubbed
neg,wtf album able previewed full nmecom would go there find out just what youre about endure album sucks extremely bad heard anything half assed all two weeks garbage getting good reviews only indication white reviewers out there trying make seem cooler than isnnt beats exactly same every track handclaps half rhythms only one tenth awkwardness record dont think anyone fully functioning ears would like record unless think makes look different most part there nothing innovative record what bad pop music will sound like ten years mia recorded travesty ahead her time once again go nmecom preview before actully waste money sound record could been reproduced kettle drum sticks banging together long hall
pos,like dancehall get 1 mia philly rapper always best new york la always deporting philly rappers labels2 suggest album like dancehall its lot like because there mix dancehall soka rap indian its amazing reminds me reggage heat 03 04
pos,mia rocks house album highly ranked metacritics very good reason its great want hear fresh new ways mix hiphop lyrics dance sounds youll love dont listen anyone who rates album poorly its top ten 2005 sure
neg,dishes chip very easily bought 10 place settings these dishes because like style however after owning less than year several dinner plates salad plates bowls mugs chips rim look terrible because when graphite color chipped very noticeable since stoneware underneath white am hard dishes load into dishwasher myself owned my previous set dansk dishes nearly 11 years replaced only update style contacted company my complaint simply said chips banging against another hard surfacenot true dishes price point should high enough quality withstand being washed dishwasher said am only one who handles am embarrased use these dishes disappointed noritakes response
neg,nice shows scratches fell love these great dishes am dissapointed need replaced within few years wedding set wish didnt look awful only use family meals use my husbands everyday johnson bros dishes 50 years old look great too bad quality isnt like used unless just got bad batch although purchased different stores where registered nice set table will scratch unless family uses plastic tableware dont
pos,how beat gray marks like simple design noritake colorwave dishes unhappy gray marks metal tableware discovered right dishwasher detergent takes care using phosphatefree powder ecological reasons getting my dishes clean researching learned last year phosphatefree dishwasher detergents improved lot problem may go away itself otherwise try different phosphatefree detergent tablets seem work best
neg,noritake colorwave 16 piece place setting ordered 16 piece place setting service 4 only recieved 4 piece place setting service 1 contacted amazon arranged order corrected arrange return incorrect order once corrected shipment arrived again service only 1 charged service 4 eventually credited back me however since only 2 place settings purchased 2 others locally younkers department store dishes came amazon different than ones younkers like molds different somethingthe plates deeper amazon result set does stack properly am certain inventory issue been resolved amazon buyer beware
pos,excellent everyday china bought my colorwave graphite dishes macys amazoncom after reading mixed reviews these dishes decided add my own comments am very pleased these dishes cannot understand why anyone wouldnt after two years daily use still without chips show very little wear do show some scratches fine china theyre everyday china money everyday use cant think better set dishes own lines simple casual look nice any setting can very happily recommend
neg,great story sorriest printing binding ive ever witnessed story course fabulous worst binding ever seen 30 years reading paperbacks cant believe isnt joke hopefully can get refund order book reputable publisher later buy paperback anyone make dang sure isnt instabook
pos,all barsoom books great first read martian chronicles teenager fact only scifi ive ever read what want know why george lucas steven spielberg havnt made movies abilities scifi world could do great job
pos,brilliant lagwagons most complex album cd will grab first its catchy lagwagons previous releases few listens makes argument greatest lag album ever flow through out whole thing perfect cd dedicated derrick bands original drummer comes lot emotion dealing lot reflection moving selfdiscovery lyrics here very well crafted absolutly cannot stop listening record its got much offer highlights album me runs family controtionist days new which will most likley give chills youre die hard lagwagon fani truly belive joey cape one most incedible song writers past couple decades listen lagwagon along his side project bad astronaut makings musical genious cant wait upcoming tour keep making music guys
pos,very good great cd takes few times listening start enjoying itthen sounds like newbut familiar lagwagon one dedicated derrick plourde original drummer played blistering drums duhtrashed hoss he committed suicide 2005 album very well writteneven though only took 2 weeks write songs album definately up there top 5 albums
pos,bernie sings too sure nice cd long years agobut especially elton john fans
pos,who said bernie cant sing bernie taupins second solo album excellentfrom rockers born fourth july his smooth ballads venezuela lovethe barren desert great album anyone who followed elton bernies career
pos,maximum minimalist soundscapes unfold like math rockinstrumental indie rock ie paul newman tortoise don cabellero dianogah triseza godspeed black emperor than highly recommended no vocals just pure melodic builds peaks really good deep bass lines fantastic drumming
pos,depth study book all hard understand simple terms laband mcclintock tell waste lot money trying avoid someone else wasting money its fact puts reader off guard fact society spends about four hundred billion dollars trying influence two trillion dollars government expenditures about twenty percent total shows what inefficient mess economy become fact wasted wealth should shock reader couldnt believe first amount research used impressive definitive though laband mcclintock dont offer any serious solutions drain economy volume helps shape continuing debate about wealth transfer
pos,good album been fan nightwish ever since first introduced amazing world gothic rockoperatic rock music through evanescence like band may like band first album theirs bought greatest hits album highest hopes since been adding previous albums my evergrowing collection gothic rock cds am faithful tarja daysnot newer singer believe wishmaster good album essential addition fans nightwish well albums once oceanborn century child do love all songs wishmaster also found highest hopes can listen album straight through without skipping any songs me however once holy grail all nightwish albumswhich would earn five stars55 possible
neg,25 album 2 stars because some songs listenable hardly enjoy listening albumi hardly recommend album addy
neg,cheese enthroned like new genre music cheese metal sucks bad dont even get angry rather feel sorry poor people godawful band all people who misled into buying any other nightwish cd sound like total cheesy motoristic rock ridicules dickensonlike vocals distorted worst possible wayok pick one cd would suggest buy would come second only limp bizkits chocolate starfish
neg,formulatic heartless band scandinavia reminds me stratovarius sound clean perfect almost forget playing rock its boring flat sound female singer annoying his boring voice its totally forgetable experience
pos,overated dont know how can say cd overated underated anything brilliant group musicians who all talent insturments really shines through compliments group whole cd overall awesome bad track start finish my favorite part about cd being guitar player guitar solos guy really knows how craft perfect solo compliment track unlike most metal guitarists who just try play fast can end up killing mood track looking truly awesome melodicpowerprog metal experience look no further m
pos,must when purchased cd already listened some songs liked very much bought cd thinking those going only ones cd good when bought cd could belive how good each every song cd now am one likes bands like cradle filth children bodom blind guardian dark tranquility iced earth helloweeniron maiden let me tell cd one best ive heard like good metal good melody most deffinitely must collection cd
pos,great insert cd listen first track everything nightwish known any fan will love album
pos,all sounds same its all good album suffers common problem among metal albums almost all songs sound very similar case just doesnt matter because its all enjoyable haunting vocals masterful pacing instrumentals every song here actually fairly inspiring listen cliché those descriptions sound definitely worth buy
pos,great wishmaster fantastic album should grace everyones music collection innovating always refreshing truly masterpiece
pos,spine chilling awesome grand can say enough about nightwish masterpeice all meanings word chose one cd stranded desert island all nighwish good there greatest most epic tarja most amazing voice makes metal catagory all its own just got hear can explain way album can make feel classical future
pos,finlands power one finlands best kept secretsthis cd full power tarja turunen vocals just stunningfrom haunting song dead boys poem powerfull she my sin crownless cd any one who into great euro metal must
